Level,Date and Time,Source,Event ID,Task Category
Information,2025-02-25 3:38:14 PM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.863185d6-1bbf-4720-b498-6cbbcf29548b.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_a3dd2cc0-bc10-4877-96f3-48faa59288d0

Analysis symbol: 
Rechecking for solution: 0
Report Id: 825adfd9-0ea4-4d02-b444-65fa9937badc
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Information,2025-02-25 3:38:13 PM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.4037c8dc-f553-4f16-9480-96d2fe316179.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_ee0c4476-59ef-4ae4-b263-f8205d7ea628

Analysis symbol: 
Rechecking for solution: 0
Report Id: 5451c934-451d-4489-b13b-cb4986e1496a
Report Status: 2147483750
Hashed bucket: 
Cab Guid: 0"
Information,2025-02-25 3:38:12 PM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: StoreAgentInstallFailure1
Response: Not available
Cab Id: 0

Problem signature:
P1: Update;ScanForUpdatesForUser
P2: 80073d02
P3: 22631
P4: 4890
P5: Windows.Desktop
P6: 0
P7: 
P8: 
P9: 
P10: 

Attached files:

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_Update;ScanForUp_9cde363461333ea886fd6209caeedbe7b7df9af_00000000_f5ad74fc-d28e-4149-bab0-e89da36d70f1

Analysis symbol: 
Rechecking for solution: 0
Report Id: f5ad74fc-d28e-4149-bab0-e89da36d70f1
Report Status: 4
Hashed bucket: 
Cab Guid: 0"
Information,2025-02-25 2:49:07 PM,Microsoft-Windows-Security-SPP,16384,None,Successfully scheduled Software Protection service for re-start at 2125-02-01T19:49:07Z. Reason: RulesEngine.
Information,2025-02-25 2:48:36 PM,Microsoft-Windows-Security-SPP,16394,None,Offline downlevel migration succeeded.
Information,2025-02-25 2:34:31 PM,Microsoft-Windows-CAPI2,4111,None,"Successful auto update of third-party root list with effective date: ‎January ‎27, ‎2025 7:46:32 PM."
Information,2025-02-25 2:34:31 PM,Microsoft-Windows-CAPI2,4109,None,"Successful auto property update of third-party root certificate:: Subject: <CN=Entrust Root Certification Authority - EC1, OU=""(c) 2012 Entrust, Inc. - for authorized use only"", OU=See www.entrust.net/legal-terms, O=""Entrust, Inc."", C=US> Sha1 thumbprint: <20D80640DF9B25F512253A11EAF7598AEB14B547>."
Information,2025-02-25 2:34:31 PM,Microsoft-Windows-CAPI2,4109,None,"Successful auto property update of third-party root certificate:: Subject: <CN=Entrust.net Certification Authority (2048), OU=(c) 1999 Entrust.net Limited, OU=www.entrust.net/CPS_2048 incorp. by ref. (limits liab.), O=Entrust.net> Sha1 thumbprint: <503006091D97D4F5AE39F7CBE7927D7D652D3431>."
Information,2025-02-25 2:34:31 PM,Microsoft-Windows-CAPI2,4109,None,"Successful auto property update of third-party root certificate:: Subject: <CN=Entrust Root Certification Authority - G2, OU=""(c) 2009 Entrust, Inc. - for authorized use only"", OU=See www.entrust.net/legal-terms, O=""Entrust, Inc."", C=US> Sha1 thumbprint: <8CF427FD790C3AD166068DE81E57EFBB932272D4>."
Information,2025-02-25 2:34:31 PM,Microsoft-Windows-CAPI2,4109,None,"Successful auto property update of third-party root certificate:: Subject: <CN=Entrust Root Certification Authority, OU=""(c) 2006 Entrust, Inc."", OU=www.entrust.net/CPS is incorporated by reference, O=""Entrust, Inc."", C=US> Sha1 thumbprint: <B31EB1B740E36C8402DADC37D44DF5D4674952F9>."
Error,2025-02-25 2:15:15 PM,Universal Print,1,None,"The description for Event ID 1 from source Universal Print cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

Failed to get auth header with 0x8086000c
mcpmanagementservice.dll

The locale specific resource for the desired message is not present
"
Error,2025-02-25 2:15:15 PM,Universal Print,1,None,"The description for Event ID 1 from source Universal Print cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

User Interaction Required while trying to get a token silently. ErrorCode: 0xcaa10001, Error: Need user interaction to continue.
mcpmanagementservice.dll

The locale specific resource for the desired message is not present
"
Information,2025-02-25 2:15:15 PM,Universal Print,1,None,"The description for Event ID 1 from source Universal Print cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

Device is Workplace Joined.
mcpmanagementservice.dll

The locale specific resource for the desired message is not present
"
Error,2025-02-25 2:15:11 PM,Universal Print,1,None,"The description for Event ID 1 from source Universal Print cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

Failed to get auth header with 0x8086000c
mcpmanagementservice.dll

The locale specific resource for the desired message is not present
"
Error,2025-02-25 2:15:11 PM,Universal Print,1,None,"The description for Event ID 1 from source Universal Print cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

User Interaction Required while trying to get a token silently. ErrorCode: 0xcaa10001, Error: Need user interaction to continue.
mcpmanagementservice.dll

The locale specific resource for the desired message is not present
"
Information,2025-02-25 2:15:11 PM,Universal Print,1,None,"The description for Event ID 1 from source Universal Print cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

Device is Workplace Joined.
mcpmanagementservice.dll

The locale specific resource for the desired message is not present
"
Error,2025-02-25 2:15:09 PM,Universal Print,1,None,"The description for Event ID 1 from source Universal Print cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

Failed to get auth header with 0x8086000c
mcpmanagementservice.dll

The locale specific resource for the desired message is not present
"
Error,2025-02-25 2:15:09 PM,Universal Print,1,None,"The description for Event ID 1 from source Universal Print cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

User Interaction Required while trying to get a token silently. ErrorCode: 0xcaa10001, Error: Need user interaction to continue.
mcpmanagementservice.dll

The locale specific resource for the desired message is not present
"
Information,2025-02-25 2:15:09 PM,Universal Print,1,None,"The description for Event ID 1 from source Universal Print cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

Device is Workplace Joined.
mcpmanagementservice.dll

The locale specific resource for the desired message is not present
"
Error,2025-02-25 2:15:08 PM,Universal Print,1,None,"The description for Event ID 1 from source Universal Print cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

Failed to get auth header with 0x8086000c
mcpmanagementservice.dll

The locale specific resource for the desired message is not present
"
Error,2025-02-25 2:15:08 PM,Universal Print,1,None,"The description for Event ID 1 from source Universal Print cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

User Interaction Required while trying to get a token silently. ErrorCode: 0xcaa10001, Error: Need user interaction to continue.
mcpmanagementservice.dll

The locale specific resource for the desired message is not present
"
Information,2025-02-25 2:15:08 PM,Universal Print,1,None,"The description for Event ID 1 from source Universal Print cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

Device is Workplace Joined.
mcpmanagementservice.dll

The locale specific resource for the desired message is not present
"
Error,2025-02-25 2:15:04 PM,Universal Print,1,None,"The description for Event ID 1 from source Universal Print cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

Failed to get auth header with 0x8086000c
mcpmanagementservice.dll

The locale specific resource for the desired message is not present
"
Error,2025-02-25 2:15:04 PM,Universal Print,1,None,"The description for Event ID 1 from source Universal Print cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

User Interaction Required while trying to get a token silently. ErrorCode: 0xcaa10001, Error: Need user interaction to continue.
mcpmanagementservice.dll

The locale specific resource for the desired message is not present
"
Information,2025-02-25 2:15:04 PM,Universal Print,1,None,"The description for Event ID 1 from source Universal Print cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

Device is Workplace Joined.
mcpmanagementservice.dll

The locale specific resource for the desired message is not present
"
Error,2025-02-25 2:15:00 PM,Universal Print,1,None,"The description for Event ID 1 from source Universal Print cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

Failed to get auth header with 0x8086000c
mcpmanagementservice.dll

The locale specific resource for the desired message is not present
"
Error,2025-02-25 2:15:00 PM,Universal Print,1,None,"The description for Event ID 1 from source Universal Print cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

User Interaction Required while trying to get a token silently. ErrorCode: 0xcaa10001, Error: Need user interaction to continue.
mcpmanagementservice.dll

The locale specific resource for the desired message is not present
"
Information,2025-02-25 2:15:00 PM,Universal Print,1,None,"The description for Event ID 1 from source Universal Print cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

Device is Workplace Joined.
mcpmanagementservice.dll

The locale specific resource for the desired message is not present
"
Error,2025-02-25 2:14:56 PM,Universal Print,1,None,"The description for Event ID 1 from source Universal Print cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

Failed to get auth header with 0x8086000c
mcpmanagementservice.dll

The locale specific resource for the desired message is not present
"
Error,2025-02-25 2:14:56 PM,Universal Print,1,None,"The description for Event ID 1 from source Universal Print cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

User Interaction Required while trying to get a token silently. ErrorCode: 0xcaa10001, Error: Need user interaction to continue.
mcpmanagementservice.dll

The locale specific resource for the desired message is not present
"
Information,2025-02-25 2:14:56 PM,Universal Print,1,None,"The description for Event ID 1 from source Universal Print cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

Device is Workplace Joined.
mcpmanagementservice.dll

The locale specific resource for the desired message is not present
"
Error,2025-02-25 2:14:52 PM,Universal Print,1,None,"The description for Event ID 1 from source Universal Print cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

Failed to get auth header with 0x8086000c
mcpmanagementservice.dll

The locale specific resource for the desired message is not present
"
Error,2025-02-25 2:14:52 PM,Universal Print,1,None,"The description for Event ID 1 from source Universal Print cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

User Interaction Required while trying to get a token silently. ErrorCode: 0xcaa10001, Error: Need user interaction to continue.
mcpmanagementservice.dll

The locale specific resource for the desired message is not present
"
Information,2025-02-25 2:14:52 PM,Universal Print,1,None,"The description for Event ID 1 from source Universal Print cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

Device is Workplace Joined.
mcpmanagementservice.dll

The locale specific resource for the desired message is not present
"
Error,2025-02-25 2:14:50 PM,Universal Print,1,None,"The description for Event ID 1 from source Universal Print cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

Failed to get auth header with 0x8086000c
mcpmanagementservice.dll

The locale specific resource for the desired message is not present
"
Error,2025-02-25 2:14:50 PM,Universal Print,1,None,"The description for Event ID 1 from source Universal Print cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

User Interaction Required while trying to get a token silently. ErrorCode: 0xcaa10001, Error: Need user interaction to continue.
mcpmanagementservice.dll

The locale specific resource for the desired message is not present
"
Information,2025-02-25 2:14:50 PM,Universal Print,1,None,"The description for Event ID 1 from source Universal Print cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

Device is Workplace Joined.
mcpmanagementservice.dll

The locale specific resource for the desired message is not present
"
Error,2025-02-25 2:14:49 PM,Universal Print,1,None,"The description for Event ID 1 from source Universal Print cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

Failed to get auth header with 0x8086000c
mcpmanagementservice.dll

The locale specific resource for the desired message is not present
"
Error,2025-02-25 2:14:49 PM,Universal Print,1,None,"The description for Event ID 1 from source Universal Print cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

User Interaction Required while trying to get a token silently. ErrorCode: 0xcaa10001, Error: Need user interaction to continue.
mcpmanagementservice.dll

The locale specific resource for the desired message is not present
"
Information,2025-02-25 2:14:48 PM,Universal Print,1,None,"The description for Event ID 1 from source Universal Print cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

Device is Workplace Joined.
mcpmanagementservice.dll

The locale specific resource for the desired message is not present
"
Information,2025-02-25 2:10:28 PM,Microsoft-Windows-Security-SPP,16384,None,Successfully scheduled Software Protection service for re-start at 2125-02-01T19:10:27Z. Reason: RulesEngine.
Information,2025-02-25 2:09:52 PM,Microsoft-Windows-Security-SPP,16394,None,Offline downlevel migration succeeded.
Information,2025-02-25 12:17:47 PM,Microsoft-Windows-Security-SPP,16384,None,Successfully scheduled Software Protection service for re-start at 2125-02-01T17:17:47Z. Reason: RulesEngine.
Information,2025-02-25 12:17:16 PM,Microsoft-Windows-Security-SPP,16394,None,Offline downlevel migration succeeded.
Information,2025-02-25 12:04:29 PM,VSS,8224,None,The VSS service is shutting down due to idle timeout. 
Error,2025-02-25 12:00:45 PM,IPF,17,None,ESIF(1.0.11903.2253) TYPE: ERROR MODULE: IPF TIME 590002941 ms

DPTF Build Version:  9.0.11703.48565
DPTF Build Date:  Jul 29 2024 14:19:56
Source File:  C:\jenkins\workspace\dptf\Src\DPTF\Sources\Manager\WorkItem.cpp @ line 204
Executing Function:  WorkItem::writeWorkItemErrorMessagePolicy
Message:  Unhandled exception caught during execution of work item
Framework Event:  DptfAppBroadcastUnprivileged [116]
Policy:  Energy Performance Optimizer Policy [2]
Exception Function:  Policy::executeApplicationOptimizerBroadcastReceived
Exception Text:  
The feature is not implemented.

Error,2025-02-25 12:00:44 PM,IPF,17,None,ESIF(1.0.11903.2253) TYPE: ERROR MODULE: IPF TIME 590001925 ms

DPTF Build Version:  9.0.11703.48565
DPTF Build Date:  Jul 29 2024 14:19:56
Source File:  C:\jenkins\workspace\dptf\Src\DPTF\Sources\Manager\WorkItem.cpp @ line 204
Executing Function:  WorkItem::writeWorkItemErrorMessagePolicy
Message:  Unhandled exception caught during execution of work item
Framework Event:  DptfAppBroadcastUnprivileged [116]
Policy:  Energy Performance Optimizer Policy [2]
Exception Function:  Policy::executeApplicationOptimizerBroadcastReceived
Exception Text:  
The feature is not implemented.

Error,2025-02-25 12:00:43 PM,IPF,17,None,ESIF(1.0.11903.2253) TYPE: ERROR MODULE: IPF TIME 590000912 ms

DPTF Build Version:  9.0.11703.48565
DPTF Build Date:  Jul 29 2024 14:19:56
Source File:  C:\jenkins\workspace\dptf\Src\DPTF\Sources\Manager\WorkItem.cpp @ line 204
Executing Function:  WorkItem::writeWorkItemErrorMessagePolicy
Message:  Unhandled exception caught during execution of work item
Framework Event:  DptfAppBroadcastUnprivileged [116]
Policy:  Energy Performance Optimizer Policy [2]
Exception Function:  Policy::executeApplicationOptimizerBroadcastReceived
Exception Text:  
The feature is not implemented.

Error,2025-02-25 12:00:42 PM,IPF,17,None,ESIF(1.0.11903.2253) TYPE: ERROR MODULE: IPF TIME 589999899 ms

DPTF Build Version:  9.0.11703.48565
DPTF Build Date:  Jul 29 2024 14:19:56
Source File:  C:\jenkins\workspace\dptf\Src\DPTF\Sources\Manager\WorkItem.cpp @ line 204
Executing Function:  WorkItem::writeWorkItemErrorMessagePolicy
Message:  Unhandled exception caught during execution of work item
Framework Event:  DptfAppBroadcastUnprivileged [116]
Policy:  Energy Performance Optimizer Policy [2]
Exception Function:  Policy::executeApplicationOptimizerBroadcastReceived
Exception Text:  
The feature is not implemented.

Error,2025-02-25 12:00:41 PM,IPF,17,None,ESIF(1.0.11903.2253) TYPE: ERROR MODULE: IPF TIME 589998888 ms

DPTF Build Version:  9.0.11703.48565
DPTF Build Date:  Jul 29 2024 14:19:56
Source File:  C:\jenkins\workspace\dptf\Src\DPTF\Sources\Manager\WorkItem.cpp @ line 204
Executing Function:  WorkItem::writeWorkItemErrorMessagePolicy
Message:  Unhandled exception caught during execution of work item
Framework Event:  DptfAppBroadcastUnprivileged [116]
Policy:  Energy Performance Optimizer Policy [2]
Exception Function:  Policy::executeApplicationOptimizerBroadcastReceived
Exception Text:  
The feature is not implemented.

Information,2025-02-25 11:20:05 AM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.eb7718ad-9650-456f-b6f2-329b37eab7b9.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_a38828fd-afae-48a5-95de-c1c76d440ca1

Analysis symbol: 
Rechecking for solution: 0
Report Id: bd869966-7a14-4fdb-9c8c-304fac965626
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Information,2025-02-25 11:20:04 AM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.1af719c8-f04d-4002-ac4c-d994c6f20877.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_83357bd3-21d1-40c1-8f1b-d6a9d59bc0a7

Analysis symbol: 
Rechecking for solution: 0
Report Id: b23993f1-7723-4d90-84b7-99b436b602a7
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Information,2025-02-25 11:20:04 AM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.22fb6e56-8f57-44d6-a0ce-63f59d98de0a.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_a5d23ab5-3bb5-4b70-a968-5e890ca985e3

Analysis symbol: 
Rechecking for solution: 0
Report Id: d9713ea4-479a-4b1e-b054-80d304e32c6b
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Information,2025-02-25 11:20:03 AM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.9721212c-99af-45e6-ad3b-8779adcda01c.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_7c311572-148d-40b2-8609-ef0cbfc0affa

Analysis symbol: 
Rechecking for solution: 0
Report Id: 073c8542-010f-4f69-82c8-c58822dc1130
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Information,2025-02-25 11:20:03 AM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.097bb8d9-c05a-435a-884a-22a5844bb8f8.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_4feb5ef7-8b87-4d6e-8be1-0beda29afc8e

Analysis symbol: 
Rechecking for solution: 0
Report Id: 4f312e1d-3461-4bd5-af35-21d9a5baf9c5
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Information,2025-02-25 11:20:03 AM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.c555152e-2f2f-4a95-b931-2d63423b1cb3.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_83c64dfd-8b3e-4fd6-8b35-de26578a2c36

Analysis symbol: 
Rechecking for solution: 0
Report Id: 920a71f6-9831-42da-8699-8d2e2f472922
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Information,2025-02-25 11:20:02 AM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.ff288068-d393-468f-9d46-f6a7f7ec4f61.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_d631bfbd-5816-4d9a-9306-7ff3b3d05592

Analysis symbol: 
Rechecking for solution: 0
Report Id: 9667592d-3369-45a6-8231-e7ed6a04ab86
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Information,2025-02-25 11:20:02 AM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.9b50b385-c5d6-4986-aec7-c1573daa6930.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_fce391ac-7f2c-48cd-9627-7878739f61bd

Analysis symbol: 
Rechecking for solution: 0
Report Id: 393ac297-984c-45a2-852a-9c9eec57036a
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
